
 513x_ramozz,     Jason Im gonna Kms,        <Channel name: jasontheween>,       2024-11-07 01:43:12.587285 
 513x_ramozz,     MY BRDAY IS GONNA BE THE DEATH IF ME,        <Channel name: plaqueboymax>,       2024-11-07 01:51:35.841412 

 513x_ramozz,     ISTG IF FUCKINNN KILLIN MYSELF RON,        <Channel name: plaqueboymax>,       2024-11-07 01:52:19.492239 

 513x_ramozz,     IM ON THE VERGE OF KILLING MYSELF, I FWWW WITH THE BEAT HEAVYY AND TITTLEEE, I FWWW WHY THIS STREAM WAS MADE,        <Channel name: plaqueboymax>,       2024-11-07 01:55:46.168670 

 513x_ramozz,     Shush Shush Shush Shush Shush Shush Shush Shush Shush Shush Shush Shush Shush Shush,        <Channel name: plaqueboymax>,       2024-11-07 01:56:42.151026 

 513x_ramozz,     TOOOOOO,        <Channel name: plaqueboymax>,       2024-11-07 01:57:07.948837 

 513x_ramozz,     PotFriend PotFriend PotFriend PotFriend PotFriend PotFriend,        <Channel name: plaqueboymax>,       2024-11-07 01:57:26.514203 

 513x_ramozz,     RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp,        <Channel name: plaqueboymax>,       2024-11-07 01:57:45.031394 

 513x_ramozz,     cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh,        <Channel name: plaqueboymax>,       2024-11-07 01:57:56.543113 

 513x_ramozz,     PJSugar PJSugar PJSugar PJSugar PJSugar PJSugar PJSugar PJSugar PJSugar BloodTrail BloodTrail BloodTrail BloodTrail BloodTrail,        <Channel name: plaqueboymax>,       2024-11-07 01:58:10.349609 

 513x_ramozz,     CerberusDog CerberusDog CerberusDog CerberusDog CerberusDog CerberusDog CerberusDog CerberusDog,        <Channel name: plaqueboymax>,       2024-11-07 01:58:23.999850 

 513x_ramozz,     BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish,        <Channel name: plaqueboymax>,       2024-11-07 01:58:33.817136 

 513x_ramozz,     TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati TheIlluminati,        <Channel name: plaqueboymax>,       2024-11-07 01:58:46.267017 

 513x_ramozz,     FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow,        <Channel name: plaqueboymax>,       2024-11-07 01:58:58.620965 

 513x_ramozz,     FBSpiral FBSpiral FBSpiral FBSpiral FBSpiral FBSpiral FBSpiral FBSpiral FBSpiral HolidayPresent HolidayPresent HolidayPresent,        <Channel name: plaqueboymax>,       2024-11-07 01:59:25.530369 

 513x_ramozz,     GunRun GunRun GunRun GunRun GunRun GunRun GunRun GunRun,        <Channel name: plaqueboymax>,       2024-11-07 01:59:48.055233 

 513x_ramozz,     HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie,        <Channel name: plaqueboymax>,       2024-11-07 02:00:44.079450 

 513x_ramozz,     HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie HolidayCookie,        <Channel name: plaqueboymax>,       2024-11-07 02:00:55.604236 

 513x_ramozz,     Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3 Squid3,        <Channel name: plaqueboymax>,       2024-11-07 02:01:41.256930 

 513x_ramozz,     EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins EntropyWins,        <Channel name: plaqueboymax>,       2024-11-07 02:02:20.076559 

 513x_ramozz,     CAN YOU STAY UP,        <Channel name: plaqueboymax>,       2024-11-07 02:02:38.583337 

 513x_ramozz,     CAN YOU STAY UP G,        <Channel name: plaqueboymax>,       2024-11-07 02:02:51.215619 

 513x_ramozz,     CAN YOU STAY UP GGGGG,        <Channel name: plaqueboymax>,       2024-11-07 02:03:06.645805 

 513x_ramozz,     TELL RON,        <Channel name: plaqueboymax>,       2024-11-07 02:03:18.000604 

 513x_ramozz,     TELL RON STREAMMMM,        <Channel name: plaqueboymax>,       2024-11-07 02:03:36.945970 

 513x_ramozz,     TELL RON TO STREAMMMMM,        <Channel name: plaqueboymax>,       2024-11-07 02:03:48.070549 

 513x_ramozz,     I NEED RON TO STREEAMAMM,        <Channel name: plaqueboymax>,       2024-11-07 02:04:15.332882 

 513x_ramozz,     ROOOO NNNNNN,        <Channel name: plaqueboymax>,       2024-11-07 02:04:46.934231 

 513x_ramozz,     YOU HIGH KEY MAKING ME HAPPPY MAX,        <Channel name: plaqueboymax>,       2024-11-07 02:05:07.674155 

 513x_ramozz,     SSSsss SSSsss SSSsss SSSsss SSSsss SSSsss SSSsss SSSsss SSSsss SSSsss cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh,        <Channel name: plaqueboymax>,       2024-11-07 02:05:47.248540 
